urn of en allw scholion	scholion text after en allw	urn of iliad line for that scholion	text of corresponding Iliad line in VenA	text of a similar Iliad line in OCT	words that intersect between two lines	urn of OCT line
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε κινήσῃ Ζέφυρος βαθὺ λήϊον ἐλθὼν	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:2.147
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τίς τε δράκοντα ἰδὼν παλίνορσος ἀπέστη	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:3.33
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τίς τ' ἐλέφαντα γυνὴ φοίνικι μιήνῃ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:4.141
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε χείμαρροι ποταμοὶ κατ' ὄρεσφι ῥέοντες	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:4.452
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ἤριπε δ' ὡς ὅτε πύργος ἐνὶ κρατερῇ ὑσμίνῃ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:4.462
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τίς τε κύων συὸς ἀγρίου ἠὲ λέοντος	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:8.338
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε καρχαρόδοντε δύω κύνε εἰδότε θήρης	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:10.360
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε πῦρ ἀί̈δηλον ἐν ἀξύλῳ ἐμπέσῃ ὕλῃ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:11.155
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε πού τις θηρητὴρ κύνας ἀργιόδοντας	ὡς, δ', ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:11.292
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	τὼ δ' ἀν' ὅμιλον ἰόντε κυδοίμεον ὡς ὅτε κάπρω	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:11.324
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε κάπριον ἀμφὶ κύνες θαλεροί τ' αἰζηοὶ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:11.414
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε ποιμὴν ῥεῖα φέρει πόκον ἄρσενος οἰὸς	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:12.451
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ἤριπε δ' ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωὶ̈ς	ὡς, δ', ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:13.389
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ἀλλ' ἔμεν' ὡς ὅτε τις σῦς οὔρεσιν ἀλκὶ πεποιθώς	ὡς, ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:13.471
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε πορφύρῃ πέλαγος μέγα κύματι κωφῷ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:14.16
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τις στατὸς ἵππος ἀκοστήσας ἐπὶ φάτνῃ	ὡς, δ', ὅτε, τις, στατὸς, ἀκοστήσας, φάτνῃ	urn:cts:greekLit:tlg0012.tlg001.omar:15.263
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ῥεῖα μάλ' ὡς ὅτε τις ψάμαθον πάϊς ἄγχι θαλάσσης	ὡς, ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:15.362
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ἐν δ' ἔπες' ὡς ὅτε κῦμα θοῇ ἐν νηὶ̈ πέσῃσι	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:15.624
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τοῖχον ἀνὴρ ἀράρῃ πυκινοῖσι λίθοισι	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:16.212
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ἕλκε δὲ δουρὸς ἑλὼν ὑπὲρ ἄντυγος ὡς ὅτε τις φὼς	ὡς, ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:16.406
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ἤριπε δ' ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωὶ̈ς	ὡς, δ', ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:16.482
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	οἳ δ' αἰεὶ περὶ νεκρὸν ὁμίλεον ὡς ὅτε μυῖαι	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:16.641
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε σῦν ἀκάμαντα λέων ἐβιήσατο χάρμῃ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:16.823
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τίς τε λέων ὀρεσίτροφος ἀλκὶ πεποιθὼς	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:17.61
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε καπνὸς ἰὼν ἐξ ἄστεος αἰθέρ' ἵκηται	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:18.207
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτ' ἀριζήλη φωνή ὅτε τ' ἴαχε σάλπιγξ	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:18.219
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ῥεῖα μάλ' ὡς ὅτε τις τροχὸν ἄρμενον ἐν παλάμῃσιν	ὡς, ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:18.600
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε ταρφειαὶ νιφάδες Διὸς ἐκποτέονται	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:19.357
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε τις ζεύξῃ βόας ἄρσενας εὐρυμετώπους	ὡς, δ', ὅτε, τις	urn:cts:greekLit:tlg0012.tlg001.omar:20.495
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε καπνὸς ἰὼν εἰς οὐρανὸν εὐρὺν ἵκηται	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:21.522
urn:cts:greekLit:tlg5026.msA.hmt:6.150	τὴν τοῖς ἑτέροις ἀλκὴν καὶ δύναμιν παρέχουσαν ἣ ὅτ' ἂν οἱ πρῴην νικηθέντες νικήσωσινurn:cts:greekLit:tlg0012.tlg001.msA:6.506	ὡς δ' ὅτε τις στατὸς ἵ̈ππος ἀκοστήσας ἐπι φάτνῃ	ὡς δ' ὅτε νεβρὸν ὄρεσφι κύων ἐλάφοιο δίηται	ὡς, δ', ὅτε	urn:cts:greekLit:tlg0012.tlg001.omar:22.189
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msA.hmt:7.101	ὑβρισταί	urn:cts:greekLit:tlg0012.tlg001.msA:7.26	ῆ ἵ̈να δὴ Δαναοῖσι μάχης ἑτεραλκέα νίκην	σῆμα τιθεὶς Τρώεσσι μάχης ἑτεραλκέα νίκην	μάχης, ἑτεραλκέα, νίκην	urn:cts:greekLit:tlg0012.tlg001.omar:8.171
urn:cts:greekLit:tlg5026.msA.hmt:7.101	ὑβρισταί	urn:cts:greekLit:tlg0012.tlg001.msA:7.26	ῆ ἵ̈να δὴ Δαναοῖσι μάχης ἑτεραλκέα νίκην	ἦ μὲν δὴ γίγνωσκε μάχης ἑτεραλκέα νίκην	δὴ, μάχης, ἑτεραλκέα, νίκην	urn:cts:greekLit:tlg0012.tlg001.omar:16.362
urn:cts:greekLit:tlg5026.msA.hmt:7.101	ὑβρισταί	urn:cts:greekLit:tlg0012.tlg001.msA:7.26	ῆ ἵ̈να δὴ Δαναοῖσι μάχης ἑτεραλκέα νίκην	Ζεύς ὅτε δὴ Τρώεσσι δίδου ἑτεραλκέα νίκην	δὴ, ἑτεραλκέα, νίκην	urn:cts:greekLit:tlg0012.tlg001.omar:17.627
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	ἔνθα καὶ ἔνθα ποτῶνται ἀγαλλόμενα πτερύγεσσι	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:2.462
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	ὣς τοὺς ἡγεμόνες διεκόσμεον ἔνθα καὶ ἔνθα	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:2.476
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	φοίτων ἔνθα καὶ ἔνθα κατὰ στρατὸν οὐδὲ μάχοντο	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:2.779
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	ἐν πεδίῳ ἀπάνευθε περίδρομος ἔνθα καὶ ἔνθα	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:2.812
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	κραιπνὰ μάλ' ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:5.223
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	κραιπνὰ μάλ' ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:8.107
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	ἀργιόδοντος ὑὸς θαμέες ἔχον ἔνθα καὶ ἔνθα	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:10.264
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	ἤδη γάρ τις τοῦ γε βίην καὶ χεῖρας ἀμείνων	γάρ, τις, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:15.139
urn:cts:greekLit:tlg5026.msA.hmt:7.1020	τόπῳ γεγράφθαι ὁ δὲ Ἀρίσταρχος οικειότερον ἐνταῦθα κεῖσθαι λέγει διά τὸ ἐν τῷ στρατεύματι διαλέγεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:7.156	πολλὸς γάρ τις ἔκειτο παρήορος ἔνθα καὶ ἔνθα	ἔνθα καὶ ἔνθα φέβοντο δύοντο δὲ τεῖχος ἀνάγκῃ	ἔνθα, καὶ, ἔνθα	urn:cts:greekLit:tlg0012.tlg001.omar:15.345
